,label,Unnamed: 0,message,datetime
154421,2,154421,$aapl I knew these birches were selling! Look out below,2020-01-07T23:28:57Z
154438,2,154438,$AAPL  now that&39;s what I&39;m talkin boutextra .70,2020-01-07T21:41:14Z
154497,2,154497,$AAPL It is time,2020-01-07T20:45:13Z
154541,1,154541,"$SPY $ES_F $AMZN $AAPL $QQQ got the double double, maybe now we will bounce!? ! :winking_face_with_tongue:  :index_pointing_up:  :dizzy: ",2020-01-07T19:31:26Z
154558,1,154558,$SPY  bear idea. maybe market went up on reaction of no big sell . Now that&39;s over the real idea of what happend sinks in .$aapl$nbrv$IWM,2020-01-07T19:14:11Z
154588,1,154588,$AMZN I think a quick move up to the All time highs is coming. New Year and Amazon should play catch up to $AAPL $GOOG and all of them!,2020-01-07T18:42:15Z
154636,2,154636,$AAPL,2020-01-07T18:18:45Z
154714,2,154714,$AAPL has a Return On Assets of 16.32%. This is amongst the best returns in the industry. [URL],2020-01-07T16:38:00Z
154727,2,154727,$DIS $AAPL $TSLA my weeks plays,2020-01-07T16:24:41Z
154731,2,154731,$SPY $aapl anyone remember those days when markets used to pull back? Those were so cool,2020-01-07T16:22:27Z
154770,1,154770,$AAPL look for another point to updated but not trade above 300 again today,2020-01-07T15:48:48Z
154781,2,154781,$AAPL RELAX 305 by thur-Friday  :rocket: ,2020-01-07T15:41:12Z
154798,1,154798,$AAPL always seems bearish and then suddenly flies. Gone through this 3x in the last month,2020-01-07T15:21:35Z
154843,1,154843,$AAPL higher lows,2020-01-07T14:57:29Z
154858,2,154858,$AAPL Bear trap before launch off  :rocket: ,2020-01-07T14:51:21Z
154880,2,154880,$AAPL Bahahaha what did I tell you?!?!? Dumb ass bulls  :face_with_tears_of_joy:  :bear: ,2020-01-07T14:41:29Z
154904,0,154904,"$AAPL Any doom and gloom is misplaced. It was deserved in the Trade Deal Conflict, now resolved.",2020-01-07T14:04:50Z
154922,2,154922,$AAPL When Iran fires the first Rocket this drops 10 pts. in a flash.,2020-01-07T13:48:15Z
154961,2,154961,"$SPY So if you dont think the Market has lost its way &amp; is getting &quot;bubblelicious&quot; here&39;s all the proof you need, yeah, a great Buy! smh $AAPL $MSFT $XLF",2020-01-07T13:04:55Z
154969,2,154969,"$SITO $AAPL 39 sec ago: Global Protective Cases Market Drivers, Restraints &amp; Opportunities, 2018-2028 - ResearchAndMarkets.com: The &quot;Global Protective Cases Market Analysis &amp; Trends - Industry Forecast to 2028&quot; r. [URL]",2020-01-07T12:59:39Z
155007,2,155007,$AAPL AAPL 306 Today.,2020-01-07T11:36:01Z
155036,0,155036,"$AAPL 52 sec ago: China&39;s Realme aims to double smartphone shipments in 2020 to 50 million: Chinese smartphone maker Realme shipped 25 million phones in 2019 hopes to ship 50 million in 2020, the company said on . [URL]",2020-01-07T09:11:06Z
155070,1,155070,"$AAPL @GoodNewsBull  made 800 today on Apple puts ., now bullish",2020-01-07T03:27:50Z
155124,2,155124,"$AAPL unless iran messes up again, we should see 304 tomorrow very easily. $AMZN at 1940 $SPY $QQQ",2020-01-07T00:40:58Z
155210,2,155210,"@Rayosuarez NOT WITH $AAPL, BUY AND NEVER SELL",2020-01-06T21:13:48Z
155270,2,155270,$aapl anyone heard what happenede to Gonzo,2020-01-06T20:39:49Z
155294,1,155294,$AAPL  I can taste that $300 - so close - but yet so far.,2020-01-06T20:20:41Z
155297,2,155297,$AAPL $DJIA $SPY CNBC to talk about Apple coming up.  Get ready to break 300 again.,2020-01-06T20:19:54Z
155345,1,155345,$AAPL lol surprised we still have weak hands up here . oh well cya at 305,2020-01-06T19:37:16Z
155351,2,155351,"@OldFngGuy fair point.  I should elaborate.  For companies like $AAPL yes debt is useful and smart.  I see a different segment of the market ($20MM to $100MM) and so many of these companies couldn’t possibly cover debt service if rates went up less than a percent. Now given that AAPL is the size of most foreign stock market or even countries by itself, small companies going BK may be but a drop in the bucket.",2020-01-06T19:28:27Z
155360,1,155360,"$AAPL 300 rejected, double top to drop big",2020-01-06T19:24:20Z
155440,2,155440,"$SPY $AAPL $TVIX $SPXS  12hr chart reversed! , they can take it to 323.06 323.26! careful bears, I chunked in long.",2020-01-06T18:15:01Z
155450,2,155450,$AAPL 1pm BUYING ALGOS RIGHT ON TIMEEEE,2020-01-06T18:07:23Z
155457,1,155457,$AAPL weak hands lost. Dumb shorts gained. Weak hands can stay by sidelines as we bring shorts back to 300 for a nice squeeze,2020-01-06T17:53:20Z
155474,1,155474,$AAPL appl is king buy buy buy,2020-01-06T17:40:30Z
155521,1,155521,$AAPL  $MSFT Shorted both from PM made for a good first 1/2,2020-01-06T16:55:09Z
155551,2,155551,$AAPL Goodness!  :rocket: ,2020-01-06T16:22:37Z
155681,2,155681,$AAPL NEW ARTICLE : 7 Reasons Why Apple Is Staying On Needham&39;s Conviction List In 2020 [URL] Get all the latest $AAPL related news here : [URL],2020-01-06T15:12:06Z
155771,2,155771,$AAPL we are not to the point where a 1gbps 5G connection is needed for a iPhone.  It will be many years until apps can take advantage of this.,2020-01-06T14:26:21Z
155772,1,155772,$AAPL should be looking to reach $293.7-$289.5 area in short term cycles where buyers should be waiting to appear again for 3 wave reaction higher at least Elliottwave Trading Apple,2020-01-06T14:24:48Z
155780,2,155780,$AAPL oil no turbines lol,2020-01-06T14:22:00Z
155839,1,155839,"Stocks Are Pointing To A Lower Opening on January 6, For Now [URL] $CRM, $AAPL, $GOOGL, $FCX $SPY",2020-01-06T13:36:34Z
155840,1,155840,$AAPL short at will,2020-01-06T13:34:25Z
155867,2,155867,$AAPL the Chinese get a lot of oil from Iran.  Coming to Washington next week.  Watch a mediated solution to Iran issue and Dow above 32000,2020-01-06T12:48:59Z
155926,2,155926,$AAPL Can’t wait for what CES reveals!,2020-01-06T06:14:08Z
155958,2,155958,$AAPL will definitely reach $250 one day. Will just need to split first HAHAHHAHAHA,2020-01-06T04:16:47Z
155975,2,155975,$SPY $ba $pcg $mdr $aapl,2020-01-06T01:29:44Z
155999,1,155999,"$TSLA tradin at infinite P/E and a foward P/E of 80X, now combined $F and $GM market cap represents the ultimate peak of this bubble market lol $AAPL $SPY",2020-01-06T00:40:26Z
156100,1,156100,"@KurodaSenpai_ yeah tech has been leading and refuses to break (thank $AAPL). I think given the China pump next week, all dips will be bought right in time for turn around t00sday",2020-01-05T17:45:02Z
156215,2,156215,$SPY $TSLA $DIA $AAPL My doggo would like to know what stonks to buy on Monday?,2020-01-05T00:18:02Z
156230,2,156230,"$AAPL Tea Pain @TeaPainUSA · 54m Trump: &quot;I will end the endless wars.&quot;  MAGA: &quot;Boo, wars!&quot;  Trump: &quot;I assassinated the top general in Iran.&quot;  MAGA: &quot;Yay, wars!&quot;  Trump: &quot;I will bring the troops home.&quot;  MAGA: &quot;Yay!  Bring them home!&quot;  Trump: &quot;I&39;m sending more troops to the Middle East.&quot;  MAGA: &quot;Yay!  Go Troops!&quot;",2020-01-04T22:54:11Z
156231,2,156231,$AAPL $SPY I’m not a Patriots fan but admire the pushing of the line,2020-01-04T22:51:15Z
156236,2,156236,"$AAPL These WW3 talks and memes are nonesense. Humorous, funny, but nonesense, and that&39;s why it&39;s funny. Iran has been in a proxy war with the US since 1979. And the reason why Iran has resorted to proxy wars, cyber attacks, because it literally has no Allies in the world, other than  the typical regional small sectarian kind.",2020-01-04T22:13:52Z
156280,2,156280,$SPY The youth have spoken.  :neutral_face:  :beaming_face_with_smiling_eyes:  :hundred_points:  :eyes:  they will go to their  Pappy&39;s and their Mammy&39;s like Trump Pence Lindsey Graham Ted Cruz excetra and beg that they do not go to war or they will rebel  and lock themselves in the basement with no food.  LET&39;S GO LOWER BECAUSE OF MILLENNIALS!  :boy_medium-light_skin_tone:  :girl_medium-light_skin_tone:  :man_technologist:  :man_cook:  :woman_farmer:  :woman_singer_medium-light_skin_tone:  :man_artist_medium-dark_skin_tone:  :man_construction_worker_light_skin_tone:  :man_detective_medium-dark_skin_tone:  :princess_medium_skin_tone:  :woman_wearing_turban:  :woman_with_headscarf:  :person_with_skullcap:  :man_wearing_turban: $TSLA $BA $AAPL $LMT etc WAR Fed&39;s will run out ink propping this bubble if war is induced.  :face_without_mouth:  :rolling_on_the_floor_laughing:  :black_nib:  (Bombs  :bomb:  :collision:  Over BaghdadBaghdad- OUTKAST) :radio:  :speaker_high_volume: ,2020-01-04T17:15:16Z
156299,2,156299,"$SPY And this is who you dont&39; want to follow folks, has 0 Market Acumen &amp; gets triggered when he&39;s proven wrong about earnings. The language, the hate &amp; the rage all because he doesn&39;t understand Markets.As I said yesterday there are a few people on ST you want to avoid &amp; anyone who has to resort to this type of rage is one of them. Sad but at least you can be made aware$AAPL $BABA",2020-01-04T15:41:15Z
156323,1,156323,$AMZN $AAPL $GOOG $ROKU $TSLA market needs to co-operate on breadth perspective .  :rhinoceros:  We Re also long in room on AMZN  :thumbs_up: ,2020-01-04T14:25:52Z
156397,2,156397,$AAPL  Well it looks like bulls are gonna have plenty of time to average down this next week,2020-01-04T01:32:09Z
156398,2,156398,Mooning Monday? $AAPL $MSFT $SPY,2020-01-04T01:25:00Z
156467,1,156467,$LB L Brands on run way to continue to break out to go higher :waving_hand:  next week to squeeze shorts. $AAPL $SPY  $AMD $MU,2020-01-03T21:28:09Z
156475,1,156475,$AAPL longs  over weekend have some balls lol,2020-01-03T21:21:15Z
156503,2,156503,$AAPL needs to get rocked HARD next week. I’d love to see this drop $30,2020-01-03T21:02:51Z
156548,2,156548,$AAPL son of g cook  :drop_of_blood:  :goblin: ,2020-01-03T19:48:09Z
156569,2,156569,$AAPL,2020-01-03T19:35:45Z
156761,2,156761,$AAPL So this trading higher via algos and cockroaches would be the only things left during the end of the world.,2020-01-03T17:20:48Z
156914,0,156914,$SPY this sentiment tells me that it’s going to get shaken off next week unless bad news over the weekend $AMZN $AAPL,2020-01-03T15:35:25Z
156932,2,156932,"$FDX $AAPL time to buy calls. Stay away with $TSLA  calls or put options , you will loose money on Tesla",2020-01-03T15:25:50Z
156935,2,156935,$AAPL Samsung just announced budget versions of its flagship phones before Apple&39;s expected cheap iPhone [URL],2020-01-03T15:25:05Z
156938,2,156938,"$AAPL $SPY $TSLA $SHOP $NFLX  Shorts on suicided watch, asking themselves “does anyone ever sell anymore?”  :person_shrugging_medium_skin_tone: ",2020-01-03T15:22:57Z
156948,2,156948,"$SPY We all know $MCD , $AAPL , $GOOGL , and $MTCH will be the kings of the stock market into the new decadeWhy? Well, everybody knows females born after 1993 can&39;t cookAll they know is McDonald&39;s, Charge they phone, twerk, be bisexual, eat hot chip, and lie.",2020-01-03T15:20:38Z
156957,2,156957,@goatballsOG you truly are the WOAT. look at what $TSLA is doing today. $AAPL has barely budged. Not even the start of WWIII can keep your bearish picks from being completely wrong. Why don’t you drive your Tesla out to the countryside and graze some grass if you truly are a goat. Tweet us the big pile of crap you take while grazing from your iPhone too. At least that way you can be of some use to this world. Focus on making fertilizer with your crap instead of spewing it on Stocktwits.,2020-01-03T15:13:20Z
156988,2,156988,$AAPL,2020-01-03T15:02:39Z
157030,2,157030,$AAPL sick volatility,2020-01-03T14:46:59Z
157073,1,157073,$AAPL +84% in 2019 80 RSI with a 1.3t market cap. keep mindlessly buying though.,2020-01-03T14:36:56Z
157090,2,157090,$AAPL looks like another great day ahead of us,2020-01-03T14:35:13Z
157125,2,157125,$AAPL the lawn looks red today. No problem as it will be painted green next week.,2020-01-03T14:25:56Z
157151,2,157151,"$AAPL shorts about to get  :fire: .can’t fight the momentum.  Iran has shit, we’ve disabled their nuclear capabilities and this was just a window dressing move by trump for some re-election points.",2020-01-03T13:47:59Z
157194,2,157194,"$TSLA and $AAPL  git upgraded and going green after bell  :smiling_face_with_hearts: , bears yall got trapped thus morning. do u hear Margin call?",2020-01-03T13:27:39Z
157197,1,157197,"$SPY Qunat Algo strategies  dont change that fast so they still BTD, today on open they will meet with real selling pressure so seeing a move up in the PM is just whats worked in the past, not big firms buying the Market. Retail can use this today &amp; take advantage of being small.  This is not a risk on day, dont get sucked in by Pro&39;s who want to get out at a better price$AAPL $MSFT $GS $XLF",2020-01-03T13:26:48Z
157244,2,157244,$AAPL nobody dont hold over weekend. too  risky,2020-01-03T12:51:35Z
157264,2,157264,$AAPL 1 hour view from 12/15 weekend update presented to members at [URL] Elliottwave Trading Apple,2020-01-03T12:40:31Z
157268,2,157268,$SPY lol everyone knows by 930 it will be near green. For now a non event. BTFD $DIA $UVXY $AAPL,2020-01-03T12:39:13Z
157437,1,157437,$AAPL knew this is going to pull back at 300 area! Uff glad I sold calls. Another buying opportunity,2020-01-03T07:30:03Z
157524,2,157524,"$AAPL I blew up my account today, I’m 18 years old and made a mistake taking a put position in AMD during one of the biggest runs this year. I am not afraid to keep going as I really have found passion in trading. Any advice/help is appreciated, please read the link in my bio, I explained it a tad better. None the less, ouch that really sucked",2020-01-03T04:07:06Z
157545,0,157545,$AAPL DOW FUTURES DOWN 200.OOOH NO,2020-01-03T03:52:42Z
157546,2,157546,"$SPY Wow, the Bulls positing tonight are just greedy, so used to buying every dip they cant see when the sentiment is shifting $AAPL $GS $MSFT",2020-01-03T03:52:40Z
157573,2,157573,$AAPL the man who see tomorrow you or me  :face_with_tears_of_joy: ?,2020-01-03T03:36:17Z
157647,2,157647,$SPY $AAPL $BABA $AMD party over. Call ur parents the cops are outside  :face_with_tears_of_joy: ,2020-01-03T02:27:09Z
157662,2,157662,$MSFT $AAPL $AMD  Set your stop losses while you have the chance. Bullish here but anything can happen in the New Year.,2020-01-03T02:17:39Z
157742,1,157742,"$AAPL who will be the 1st seller which save money for the century  :goblin: , at edge 2% up or 50% down",2020-01-03T00:46:24Z
157825,2,157825,$SPY $AAPL Apple nearly $301 after hours. Couple more days and I’m close to retirement.,2020-01-02T22:36:51Z
157830,2,157830,$AAPL do you guys think Apple would possibly buy Tesla at these prices? Remember they invested $1b in Didi Chuxing the chinese Uber? Imagine them getting into the transportation sector and spending their $50b cash on making electric cars more affordable? Maybe bundle their phones with the cars?,2020-01-02T22:34:09Z
157935,1,157935,$AAPL it’s been longer than an hour.  It feels alright.  Up over 42k today on my AAPL position.,2020-01-02T21:38:10Z
157940,2,157940,$AAPL nice day and Close,2020-01-02T21:35:32Z
157942,1,157942,"$AAPL so we just go up $37B today and seems like everyday, half of $GS",2020-01-02T21:34:41Z
157988,2,157988,$AAPL Mother of all gapper uppers happening right here tomorrow!,2020-01-02T21:13:44Z
158064,2,158064,$AAPL LMAO BEARS - Where is that options chatroom guy who said don&39;t buy above 230 ?,2020-01-02T20:57:19Z
158099,2,158099,$AAPL hmmm.those pesky round numbers,2020-01-02T20:54:09Z
158184,2,158184,$AAPL Beauty and Sweety  :red_apple:  :green_apple:  $300 PLUS  :call_me_hand:  :rocket: ,2020-01-02T20:21:22Z
158229,2,158229,$AAPL teacher says when you hear a bell ring Apple sets a new high. Cha Ching.,2020-01-02T19:57:59Z
158260,2,158260,$AAPL euphoria yet?,2020-01-02T19:48:26Z
158267,2,158267,$AAPL gooooo 340 call,2020-01-02T19:46:45Z
